iter	Passed	Remaining
409	872	1255
410	873	1252
411	875	1249
412	877	1246
413	878	1243
414	880	1240
415	881	1237
416	883	1234
417	884	1231
418	886	1229
419	887	1226
420	889	1223
421	891	1220
422	892	1217
423	894	1214
424	895	1211
425	897	1208
426	898	1206
427	900	1203
428	901	1200
429	903	1197
430	904	1194
431	906	1191
432	907	1188
433	909	1186
434	911	1183
435	912	1180
436	914	1177
437	915	1174
438	917	1171
439	918	1169
440	920	1166
441	921	1163
442	923	1160
443	924	1158
444	926	1155
445	928	1152
446	929	1150
447	931	1147
448	932	1144
449	934	1141
450	935	1139
451	937	1136
452	938	1133
453	940	1131
454	942	1128
455	943	1125
456	945	1122
457	946	1120
458	948	1117
459	949	1114
460	951	1112
461	952	1109
462	954	1107
463	956	1104
464	957	1101
465	959	1099
466	960	1096
467	962	1093
468	963	1091
469	965	1088
470	966	1085
471	968	1082
472	969	1080
473	971	1077
474	972	1075
475	974	1072
476	975	1069
477	977	1067
478	978	1064
479	980	1062
480	981	1059
481	983	1056
482	985	1054
483	986	1051
484	988	1049
485	989	1046
486	991	1044
487	992	1041
488	994	1039
489	995	1036
490	997	1033
491	998	1031
492	1000	1028
493	1001	1026
494	1003	1023
495	1005	1021
496	1006	1018
497	1008	1016
498	1009	1013
499	1011	1011
500	1012	1008
501	1014	1006
502	1016	1003
503	1017	1001
504	1019	999
505	1020	996
506	1022	994
507	1023	991
508	1025	989
509	1026	986
510	1028	984
511	1029	981
512	1031	979
513	1032	976
514	1034	974
515	1036	971
516	1037	969
517	1039	966
518	1040	964
519	1042	961
520	1043	959
521	1045	957
522	1046	954
523	1048	952
524	1049	949
525	1051	947
526	1052	944
527	1054	942
528	1055	940
529	1057	937
530	1059	935
531	1060	933
532	1062	930
533	1063	928
534	1065	926
535	1066	923
536	1068	921
537	1070	918
538	1071	916
539	1072	914
540	1074	911
541	1075	909
542	1077	906
543	1078	904
544	1080	901
545	1081	899
546	1083	897
547	1086	895
548	1088	894
549	1091	892
550	1093	891
551	1095	889
552	1097	887
553	1099	885
554	1101	883
555	1103	880
556	1105	878
557	1106	876
558	1108	874
559	1110	872
560	1112	870
561	1113	867
562	1115	865
563	1116	863
564	1118	860
565	1119	858
566	1121	856
567	1122	853
568	1124	851
569	1126	849
570	1127	847
571	1129	844
572	1130	842
573	1132	840
574	1133	838
575	1135	835
576	1136	833
577	1138	831
578	1140	829
579	1141	826
580	1143	824
581	1144	822
582	1146	820
583	1148	817
584	1149	815
585	1151	813
586	1153	811
587	1154	809
588	1156	806
589	1157	804
590	1159	802
591	1160	799
592	1162	797
593	1163	795
594	1165	793
595	1166	790
596	1168	788
597	1170	786
598	1171	784
599	1173	782
600	1174	779
601	1176	777
602	1178	775
603	1179	773
604	1181	771
605	1182	768
606	1184	766
607	1185	764
608	1187	762
609	1188	760
610	1190	757
611	1191	755
612	1193	753
613	1194	751
614	1196	748
615	1197	746
616	1199	744
617	1201	742
618	1202	740
619	1204	738
620	1205	735
621	1207	733
622	1208	731
623	1210	729
624	1212	727
625	1213	725
626	1214	722
627	1216	720
628	1218	718
629	1219	716
630	1221	714
631	1222	712
632	1224	709
633	1225	707
634	1227	705
635	1229	703
636	1230	701
637	1232	699
638	1233	696
639	1235	694
640	1236	692
641	1238	690
642	1239	688
643	1241	686
644	1242	683
645	1244	681
646	1245	679
647	1247	677
648	1248	675
649	1250	673
650	1251	670
651	1253	668
652	1254	666
653	1256	664
654	1257	662
655	1259	660
656	1260	658
657	1262	655
658	1263	653
659	1265	651
660	1266	649
661	1268	647
662	1269	645
663	1271	643
664	1273	641
665	1274	639
666	1276	637
667	1277	635
668	1279	632
669	1280	630
670	1282	628
671	1283	626
672	1285	624
673	1286	622
674	1288	620
675	1289	618
676	1291	616
677	1293	614
678	1294	611
679	1295	609
680	1297	607
681	1298	605
682	1300	603
683	1301	601
684	1303	599
685	1304	597
686	1306	595
687	1307	593
688	1309	591
689	1310	588
690	1312	586
691	1314	584
692	1315	582
693	1317	580
694	1318	578
695	1320	576
696	1321	574
697	1323	572
698	1324	570
699	1326	568
700	1327	566
701	1329	564
702	1331	562
703	1332	560
704	1334	558
705	1334	555
706	1336	553
707	1338	551
708	1339	549
709	1341	547
710	1342	545
711	1344	543
712	1345	541
713	1347	539
714	1348	537
715	1350	535
716	1351	533
717	1353	531
718	1354	529
719	1356	527
720	1358	525
721	1359	523
722	1361	521
723	1362	519
724	1364	517
725	1365	515
726	1367	513
727	1369	511
728	1370	509
729	1372	507
730	1373	505
731	1375	503
732	1376	501
733	1378	499
734	1380	497
735	1381	495
736	1383	493
737	1384	491
738	1386	489
739	1387	487
740	1389	485
741	1390	483
742	1392	481
743	1394	479
744	1395	477
745	1397	475
746	1398	473
747	1400	471
748	1401	469
749	1403	467
750	1404	465
751	1406	463
752	1408	461
753	1409	459
754	1411	457
755	1412	455
756	1414	454
757	1415	452
758	1417	450
759	1419	448
760	1420	446
761	1422	444
762	1423	442
763	1425	440
764	1427	438
765	1428	436
766	1429	434
767	1431	432
768	1433	430
769	1434	428
770	1436	426
771	1439	425
772	1441	423
773	1443	421
774	1446	419
775	1448	417
776	1449	416
777	1451	414
778	1453	412
779	1455	410
780	1457	408
781	1459	406
782	1461	405
783	1463	403
784	1464	401
785	1466	399
786	1467	397
787	1469	395
788	1470	393
789	1472	391
790	1474	389
791	1475	387
792	1477	385
793	1479	383
794	1481	381
795	1482	380
796	1484	378
797	1486	376
798	1487	374
799	1489	372
800	1490	370
801	1492	368
802	1493	366
803	1495	364
804	1496	362
805	1498	360
806	1499	358
807	1501	356
808	1502	354
809	1504	352
810	1505	350
811	1507	349
812	1509	347
813	1510	345
814	1512	343
815	1513	341
816	1515	339
817	1516	337
818	1517	335
819	1519	333
820	1520	331
821	1522	329
822	1524	327
823	1525	325
824	1527	323
825	1528	321
826	1530	320
827	1531	318
828	1533	316
829	1534	314
830	1536	312
831	1537	310
832	1539	308
833	1541	306
834	1542	304
835	1544	302
836	1545	301
837	1547	299
838	1548	297
839	1550	295
840	1551	293
841	1553	291
842	1555	289
843	1556	287
844	1558	285
845	1559	283
846	1561	282
847	1562	280
848	1564	278
849	1566	276
850	1567	274
851	1569	272
852	1570	270
853	1572	268
854	1573	266
855	1575	265
856	1576	263
857	1578	261
858	1579	259
859	1581	257
860	1583	255
861	1584	253
862	1586	251
863	1587	249
864	1589	248
865	1590	246
866	1592	244
867	1594	242
868	1595	240
869	1597	238
870	1598	236
871	1600	234
872	1601	233
873	1603	231
874	1604	229
875	1606	227
876	1608	225
877	1609	223
878	1611	221
879	1612	219
880	1614	218
881	1615	216
882	1617	214
883	1619	212
884	1620	210
885	1622	208
886	1623	206
887	1625	205
888	1627	203
889	1628	201
890	1630	199
891	1631	197
892	1633	195
893	1634	193
894	1636	191
895	1637	190
896	1639	188
897	1641	186
898	1642	184
899	1644	182
900	1645	180
901	1647	178
902	1648	177
903	1650	175
904	1652	173
905	1653	171
906	1655	169
907	1656	167
908	1658	166
909	1659	164
910	1661	162
911	1663	160
912	1664	158
913	1666	156
914	1667	154
915	1669	153
916	1670	151
917	1672	149
918	1674	147
919	1676	145
920	1677	143
921	1679	142
922	1680	140
923	1682	138
924	1683	136
925	1685	134
926	1686	132
927	1688	131
928	1689	129
929	1691	127
930	1693	125
931	1694	123
932	1696	121
933	1697	119
934	1698	118
935	1700	116
936	1702	114
937	1703	112
938	1705	110
939	1706	108
940	1708	107
941	1709	105
942	1711	103
943	1712	101
944	1714	99
945	1715	97
946	1717	96
947	1718	94
948	1720	92
949	1722	90
950	1723	88
951	1725	86
952	1726	85
953	1728	83
954	1729	81
955	1731	79
956	1732	77
957	1734	76
958	1735	74
959	1737	72
960	1738	70
961	1740	68
962	1742	66
963	1743	65
964	1745	63
965	1746	61
966	1748	59
967	1749	57
968	1751	56
969	1752	54
970	1754	52
971	1756	50
972	1757	48
973	1759	46
974	1760	45
975	1762	43
976	1763	41
977	1765	39
978	1766	37
979	1768	36
980	1770	34
981	1771	32
982	1773	30
983	1775	28
984	1776	27
985	1778	25
986	1779	23
987	1781	21
988	1782	19
989	1784	18
990	1786	16
991	1787	14
992	1789	12
993	1790	10
994	1792	9
995	1793	7
996	1795	5
997	1797	3
998	1798	1
999	1800	0
